PANEL	Genetic_Stock_Acc	GS_IRIS_varname	Source_accno	Country_Origin (ISO standard)	Orytage	IN-PRAY	TJ-PRAY	3K_DNA_IRIS_UNIQUE_ID	TYPE	
2100	3K-IRRI	IRGC 126170	105::IRGC 40896-1	IRGC 40896	Sri Lanka				IRIS 313-8783	admix
2101	3K-IRRI		LEUANG AWN::IRGC 48257-1	IRGC 48257	Thailand				IRIS 313-8785	ind3
2102	RDP2, 3K-IRRI	IRGC 121036	LALSAITA::IRGC 43915-1	IRGC 43915	Bangladesh				IRIS 313-8789	aus
2103	3K-IRRI,RDP2sim	IRGC 117423	ARANG	IRGC 43322	Indonesia				IRIS 313-8791	ind3
2104	3K-IRRI	IRGC 126223	KHAO THI RATE::IRGC 58041-1	IRGC 58041	Myanmar				IRIS 313-8793	ind3
2105	3K-IRRI	IRGC 125607	DUDH KADAR::IRGC 67707-1	IRGC 67707	India				IRIS 313-8796	ind2
2106	3K-IRRI	IRGC 126283	TEXAS PATNA::IRGC 1797-1	IRGC 1797	United States of America				IRIS 313-8803	trop1
2107	3K-IRRI		KATUNG::IRGC 71536-1	IRGC 71536	Malaysia				IRIS 313-8811	ind3
2108	3K-IRRI	IRGC 126160	RELLY::IRGC 14623-1	IRGC 14623	Indonesia				IRIS 313-8812	ind3
2109	RDP2, 3K-IRRI	IRGC 117425	ARC 10497	IRGC 12485	India				IRIS 313-8813	aro
2110	RDP2, 3K-IRRI	IRGC 121499	SHANKA::IRGC 67848-1	IRGC 67848	Bhutan				IRIS 313-8814	aro
2111	3K-IRRI	IRGC 125780	JANA (NAM)::IRGC 64897-1	IRGC 64897	Bhutan				IRIS 313-8815	trop2
2112	3K-IRRI		STRAW 23-400::IRGC 38390-1	IRGC 38390	Bangladesh				IRIS 313-8822	aus
2113	3K-IRRI		KETAN KUNANG KUNENG::IRGC 48730-1	IRGC 48730	Indonesia				IRIS 313-8831	ind3
2114	3K-IRRI	IRGC 126142	SIMET 2::IRGC 25734-1	IRGC 25734	Indonesia				IRIS 313-8833	ind3
2115	3K-IRRI	IRGC 125648	ARC 14060::IRGC 41374-1	IRGC 41374	India				IRIS 313-8844	ind2
2116	3K-IRRI	IRGC 125668	BAIANG 6::IRGC 6129-1	IRGC 6129	Indonesia				IRIS 313-8846	indx
2117	3K-IRRI	IRGC 125657	ASHMBER::IRGC 27522-1	IRGC 27522	Bangladesh				IRIS 313-8850	ind2
2118	3K-IRRI	IRGC 125696	CHAKOL::IRGC 77226-1	IRGC 77226	Bangladesh				IRIS 313-8854	ind2
2119	3K-IRRI	IRGC 125893	S 201::IRGC 55230-1	IRGC 55230	United States of America				IRIS 313-8856	temp
2120	3K-IRRI	IRGC 125793	KAMNAM::IRGC 64902-1	IRGC 64902	Bhutan				IRIS 313-8857	trop2
2121	3K-IRRI	IRGC 125738	E ZI 96::IRGC 70188-1	IRGC 70188	China				IRIS 313-8859	ind1A
2122	RDP2, 3K-IRRI	IRGC 121069	NOROI::IRGC 31611-1	IRGC 31611	Bangladesh				IRIS 313-8864	aus
2123	3K-IRRI	IRGC 126345	PADI SEPAH::IRGC 48803-1	IRGC 48803	Indonesia				IRIS 313-8865	trop1
2124	3K-IRRI		KHAO PLAH LAI NAK::IRGC 65941-1	IRGC 65941	Thailand				IRIS 313-8870	ind3
2125	3K-IRRI	IRGC 125630	571::IRGC 48493-1	IRGC 48493	Thailand				IRIS 313-8872	japx
2126	3K-IRRI	IRGC 125867	PAOTSUPAGAIAHON::IRGC 17072-1	IRGC 17072	Taiwan				IRIS 313-8873	admix
2127	3K-IRRI	IRGC 125725	DELITUS::IRGC 5769-1	IRGC 5769	France				IRIS 313-8876	trop1
2128	3K-IRRI,RDP1sim	IRGC 117550	PAGAIYAHAN	IRGC 8267	Taiwan				IRIS 313-8880	indx
2129	3K-IRRI		LOMPUG::IRGC 71559-1	IRGC 71559	Malaysia				IRIS 313-8883	japx
2130	3K-IRRI	IRGC 126134	E WAWNG::IRGC 71140-1	IRGC 71140	Thailand				IRIS 313-8884	trop2
2131	3K-IRRI	IRGC 125829	LU MAO ZHAN::IRGC 68159-1	IRGC 68159	China				IRIS 313-8889	indx
2132	RDP2, 3K-IRRI	IRGC 121541	WIR 1072::IRGC 57496-1	IRGC 57496	Belgium				IRIS 313-8890	temp
2133	3K-IRRI	IRGC 126070	LEKATAN::IRGC 71554-1	IRGC 71554	Malaysia				IRIS 313-8894	trop1
2134	3K-IRRI	IRGC 126156	LEUANG DAM::IRGC 78267-1	IRGC 78267	Thailand				IRIS 313-8895	ind3
2135	3K-IRRI	IRGC 125650	ARC 14654::IRGC 41663-1	IRGC 41663	India				IRIS 313-8900	ind2
2136	3K-IRRI	IRGC 120902	BPI 76 NON SENSITIVE (GREEN)::IRGC 9790-1	IRGC 9790	Philippines				IRIS 313-8903	ind3
2137	3K-IRRI	IRGC 125740	FAYA MOSHI::IRGC 69653-1	IRGC 69653	Tanzania				IRIS 313-8909	ind3
2138	3K-IRRI		LEK::IRGC 40199-1	IRGC 40199	Thailand				IRIS 313-8911	admix
2139	3K-IRRI	IRGC 125731	E 2040::IRGC 67968-1	IRGC 67968	China				IRIS 313-8914	indx
2140	3K-IRRI	IRGC 125869	PATALASAFED SUNGHAWADO::IRGC 61133-1	IRGC 61133	India				IRIS 313-8920	ind2
2141	3K-IRRI	IRGC 125879	PUTTIGE::IRGC 52588-1	IRGC 52588	India				IRIS 313-8921	temp
2142	3K-IRRI		AGAI 1::IRGC 24532-1	IRGC 24532	Indonesia				IRIS 313-8922	ind2
2143	3K-IRRI	IRGC 125693	CALIFORNIA BELLE::IRGC 66836-1	IRGC 66836	United States of America				IRIS 313-8923	trop1
2144	3K-IRRI	IRGC 125815	KUTTA::IRGC 52184-1	IRGC 52184	India				IRIS 313-8924	ind2
2145	3K-IRRI	IRGC 125813	KURULUTUDU::IRGC 36304-1	IRGC 36304	Sri Lanka				IRIS 313-8925	ind2
2146	RDP2, 3K-IRRI	IRGC 117535	NABESHI	IRGC 8269	Taiwan	Y		Y	IRIS 313-8927	trop2
2147	3K-IRRI	IRGC 125844	MUKKALA BAZAL::IRGC 77279-1	IRGC 77279	Bangladesh				IRIS 313-8930	ind1B
2148	3K-IRRI	IRGC 126079	PATISAIL::IRGC 37562-1	IRGC 37562	Bangladesh				IRIS 313-8932	ind3
2149	3K-IRRI	IRGC 127034	ARC 18061::IRGC 47650-1	IRGC 47650	India				IRIS 313-8935	indx
2150	3K-IRRI	IRGC 125744	FU ZAO XIAN::IRGC 63619-1	IRGC 63619	China				IRIS 313-8940	ind1A
2151	3K-IRRI	IRGC 125641	ARC 11524::IRGC 42672-1	IRGC 42672	India				IRIS 313-8946	indx
2152	3K-IRRI	IRGC 126974	BUCAYAB::IRGC 44357-1	IRGC 44357	Philippines				IRIS 313-8948	ind3
2153	3K-IRRI	IRGC 126231	LASAT PUTIH::IRGC 44076-1	IRGC 44076	Malaysia				IRIS 313-8955	trop1
2154	3K-IRRI	IRGC 125882	RADEN KARAMUNTING::IRGC 20098-1	IRGC 20098	Indonesia				IRIS 313-8956	ind3
2155	3K-IRRI	IRGC 125670	BAM 9::IRGC 6179-1	IRGC 6179	India				IRIS 313-8957	ind2
2156	3K-IRRI	IRGC 125688	BLUEBONNET::IRGC 1799-1	IRGC 1799	United States of America				IRIS 313-8960	trop1
2157	RDP2, 3K-IRRI	IRGC 120887	BATHURI::IRGC 25838-1	IRGC 25838	Bangladesh				IRIS 313-8963	aus
2158	3K-IRRI	IRGC 125645	ARC 12576::IRGC 22163-1	IRGC 22163	India				IRIS 313-8967	indx
2159	3K-IRRI	IRGC 125792	KALU ILANKALAYAN::IRGC 36270-1	IRGC 36270	Sri Lanka				IRIS 313-8968	ind2
2160	3K-IRRI	IRGC 125902	SKY BONNET::IRGC 66759-1	IRGC 66759	United States of America				IRIS 313-8976	trop1
2161	3K-IRRI		IE MATA CICEM::IRGC 66562-1	IRGC 66562	Indonesia				IRIS 313-8978	ind3
2162	3K-IRRI	IRGC 126132	E DAW HAWM::IRGC 47938-1	IRGC 47938	Thailand				IRIS 313-8980	ind3
2163	3K-IRRI	IRGC 125655	ARC 18112::IRGC 42274-1	IRGC 42274	India				IRIS 313-8982	indx
2164	3K-IRRI	IRGC 126153	KHAO' HAWM::IRGC 78257-1	IRGC 78257	Thailand				IRIS 313-8985	ind3
2165	3K-IRRI	IRGC 125637	ARC 10754::IRGC 12603-1	IRGC 12603	India				IRIS 313-8986	indx
2166	3K-IRRI		SERIBU::IRGC 71615-1	IRGC 71615	Malaysia				IRIS 313-8987	indx
2167	3K-IRRI	IRGC 125672	BANIKAT::IRGC 67720-1	IRGC 67720	India				IRIS 313-8988	ind2
2168	3K-IRRI	IRGC 125649	ARC 14064::IRGC 41377-1	IRGC 41377	India				IRIS 313-8994	indx
2169	3K-IRRI	IRGC 126169	SRAU SENG::IRGC 30290-1	IRGC 30290	Viet Nam				IRIS 313-8996	ind3
2170	3K-IRRI		SIGAE::IRGC 66645-1	IRGC 66645	Indonesia				IRIS 313-8998	trop1
2171	3K-IRRI	IRGC 125640	ARC 11430 B::IRGC 14567-1	IRGC 14567	India				IRIS 313-8999	trop2
2172	3K-IRRI	IRGC 117518	KOTOBUKI MOCHI	IRGC 2545	Japan				IRIS 313-9002	temp
2173	3K-IRRI		TJERE SUGI::IRGC 16650-1	IRGC 16650	Indonesia				IRIS 313-9005	ind3
2174	3K-IRRI	IRGC 126985	LONG KHI KRAI::IRGC 64490-1	IRGC 64490	Thailand				IRIS 313-9006	ind3
2175	3K-IRRI	IRGC 126988	PING SHAN TA TSWEN KU::IRGC 1563-1	IRGC 1563	China				IRIS 313-9017	indx
2176	3K-IRRI	IRGC 126152	KAM PAI::IRGC 78245-1	IRGC 78245	Thailand				IRIS 313-9019	ind3
2177	3K-IRRI	IRGC 126983	LEUANG CHAIYAPHUM::IRGC 78266-1	IRGC 78266	Thailand				IRIS 313-9020	ind3
2178	3K-IRRI	IRGC 125715	CR 60-10::IRGC 15777-1	IRGC 15777	India				IRIS 313-9023	indx
2179	3K-IRRI	IRGC 125800	KHAO GRADOOK CHAHNG::IRGC 17111-1	IRGC 17111	Thailand				IRIS 313-9032	ind1B
2180	RDP2, 3K-IRRI	IRGC 121441	MUTTU SAMBA::IRGC 36333-1	IRGC 36333	Sri Lanka				IRIS 313-9039	ind2
2181	3K-IRRI	IRGC 125971	IR 2071-586-5-6-3::IRGC 39291-1	IRGC 39291	Philippines				IRIS 313-9044	ind1B
2182	3K-IRRI	IRGC 125930	TSCHINANANGKA::IRGC 64935-1	IRGC 64935	Bhutan				IRIS 313-9048	trop2
2183	3K-IRRI		PATNAI 31-675::IRGC 38145-1	IRGC 38145	Bangladesh				IRIS 313-9049	ind2
2184	3K-IRRI	IRGC 127070	ANGKARONG::IRGC 71493-1	IRGC 71493	Malaysia				IRIS 313-9050	trop1
2185	3K-IRRI	IRGC 125644	ARC 12536::IRGC 41068-1	IRGC 41068	India				IRIS 313-9053	admix
2186	3K-IRRI		BIDAPIK::IRGC 43354-1	IRGC 43354	Indonesia				IRIS 313-9054	ind3
2187	3K-IRRI	IRGC 125831	MAE MAI LUD NI::IRGC 66065-1	IRGC 66065	Thailand				IRIS 313-9062	ind3
2188	3K-IRRI	IRGC 125865	PAI CHUEH CHIU LIU::IRGC 34259-1	IRGC 34259	China				IRIS 313-9065	ind1A
2189	3K-IRRI	IRGC 125659	AUS 177::IRGC 29009-1	IRGC 29009	Bangladesh				IRIS 313-9066	ind1B
2190	3K-IRRI	IRGC 125681	BHOJON KOLPO::IRGC 31727-1	IRGC 31727	Bangladesh				IRIS 313-9067	ind2
2191	3K-IRRI	IRGC 126154	KONTOL 86::IRGC 14281-1	IRGC 14281	Malaysia				IRIS 313-9070	ind3
2192	3K-IRRI	IRGC 125847	MUTA GANJE::IRGC 26744-1	IRGC 26744	Bangladesh				IRIS 313-9072	ind2
2193	3K-IRRI	IRGC 125915	TAKAO MOCHI::IRGC 2564-1	IRGC 2564	Japan				IRIS 313-9081	temp
2194	RDP2, 3K-IRRI	IRGC 117551	PANKHARI 203	IRGC 5999	India				IRIS 313-9083	aro
2195	3K-IRRI,RDP2sim	IRGC 124442	SINNA SITHIRA KALI::IRGC 51064-1	IRGC 51064	Sri Lanka				IRIS 313-9091	indx
2196	3K-IRRI		CANTIK PAUN::IRGC 66538-1	IRGC 66538	Indonesia				IRIS 313-9097	ind3
2197	3K-IRRI		SI MERIA::IRGC 66659-1	IRGC 66659	Indonesia				IRIS 313-9098	ind3
2198	3K-IRRI	IRGC 125724	DARAWAL::IRGC 71514-1	IRGC 71514	Malaysia				IRIS 313-9101	admix
2199	3K-IRRI		MANUS::IRGC 71570-1	IRGC 71570	Malaysia				IRIS 313-9102	ind3
2200	RDP2, 3K-IRRI	IRGC 124467	RAYADA::IRGC 27594-1	IRGC 27594	Bangladesh				IRIS 313-9108	indx
2201	3K-IRRI	IRGC 125940	XIA ZHI BAI::IRGC 53437-1	IRGC 53437	China				IRIS 313-9111	ind1A
2202	3K-IRRI	IRGC 125826	LEUANG YAI 344::IRGC 651-1	IRGC 651	Thailand				IRIS 313-9112	ind3
2203	3K-IRRI	IRGC 125822	LEUANG 28-1-87::IRGC 874-1	IRGC 874	Thailand				IRIS 313-9114	indx
2204	3K-IRRI	IRGC 126157	LEUANG YAI 29-12-2::IRGC 881-1	IRGC 881	Thailand				IRIS 313-9115	ind3
2205	3K-IRRI	IRGC 126138	LEUANG YAI 2 B 72::IRGC 882-1	IRGC 882	Thailand				IRIS 313-9116	ind3
2206	3K-IRRI		BAJAR KUNING PAHIT::IRGC 17186-1	IRGC 17186	Indonesia				IRIS 313-9117	ind3
2207	3K-IRRI	IRGC 125825	LEUANG YAI 29-12-46::IRGC 24397-1	IRGC 24397	Thailand				IRIS 313-9119	ind3
2208	3K-IRRI	IRGC 125905	SONAPATNAI::IRGC 46695-1	IRGC 46695	India				IRIS 313-9120	admix
2209	3K-IRRI	IRGC 125802	KHAO LEUANG RAI::IRGC 48168-1	IRGC 48168	Thailand				IRIS 313-9121	ind2
2210	3K-IRRI	IRGC 125823	LEUANG GLIANG::IRGC 71271-1	IRGC 71271	Thailand				IRIS 313-9123	trop2
2211	3K-IRRI	IRGC 125820	LAYANDABU::IRGC 25214-1	IRGC 25214	Indonesia				IRIS 313-9129	trop1
2212	3K-IRRI		DOC PHUNG D 12::IRGC 10234-1	IRGC 10234	Viet Nam				IRIS 313-9131	ind3
2213	RDP2, 3K-IRRI	IRGC 121185	ARC 10100::IRGC 20709-1	IRGC 20709	India				IRIS 313-9137	aus
2214	3K-IRRI	IRGC 125754	GOJOL GORIA::IRGC 26629-1	IRGC 26629	Bangladesh				IRIS 313-9139	ind2
2215	3K-IRRI	IRGC 125631	81 A 32::IRGC 60162-1	IRGC 60162	China				IRIS 313-9140	temp
2216	3K-IRRI	IRGC 125664	BADAL 1163::IRGC 32796-1	IRGC 32796	Bangladesh				IRIS 313-9148	ind2
2217	3K-IRRI	IRGC 126200	DHOLA AMAN (LOWLAND AMAN)::IRGC 8341-1	IRGC 8341	Bangladesh				IRIS 313-9156	ind2
2218	3K-IRRI,RDP2sim	IRGC 125922	THIERNO BANDE::IRGC 16009-1	IRGC 16009	Senegal				IRIS 313-9160	ind3
2219	3K-IRRI		TK DEEP STRAW 34-786::IRGC 38522-1	IRGC 38522	Bangladesh				IRIS 313-9170	aro
2220	3K-IRRI,RDP1sim	IRGC 126177	ARC 7229::IRGC 12331-1	IRGC 12331	India				IRIS 313-9172	aro
2221	3K-IRRI	IRGC 125814	KUSHIARA::IRGC 34709-1	IRGC 34709	Bangladesh				IRIS 313-9174	ind2
2222	3K-IRRI	IRGC 125639	ARC 11359::IRGC 21348-1	IRGC 21348	India				IRIS 313-9176	japx
2223	3K-IRRI	IRGC 125803	KHAO MON::IRGC 60764-1	IRGC 60764	Myanmar				IRIS 313-9182	indx
2224	3K-IRRI	IRGC 126014	XI GAN JING REN::IRGC 60035-1	IRGC 60035	China				IRIS 313-9184	indx
2225	3K-IRRI	IRGC 126991	WANGKOD::IRGC 71646-1	IRGC 71646	Malaysia				IRIS 313-9187	ind2
2226	3K-IRRI	IRGC 126288	TUMBA::IRGC 66681-1	IRGC 66681	Indonesia				IRIS 313-9188	ind3
2227	3K-IRRI	IRGC 126148	CODE NO 31323::IRGC 46907-1	IRGC 46907	India				IRIS 313-9190	indx
2228	3K-IRRI	IRGC 125732	EAN 4 C 1::IRGC 26016-1	IRGC 26016	Brazil				IRIS 313-9193	japx
2229	3K-IRRI	IRGC 126205	GABAHSI RASAKI C 90::IRGC 49647-1	IRGC 49647	India				IRIS 313-9197	ind3
2230	3K-IRRI		KHAO PONG AEV::IRGC 29820-1	IRGC 29820	Lao People's Democratic Republic				IRIS 313-9198	ind3
2231	3K-IRRI	IRGC 126146	ARC 6044::IRGC 12190-1	IRGC 12190	India				IRIS 313-9201	trop1
2232	3K-IRRI	IRGC 125704	CHI SHENG TAO::IRGC 4606-1	IRGC 4606	China				IRIS 313-9204	ind1A
2233	3K-IRRI	IRGC 126165	KACIK TARAM::IRGC 35310-1	IRGC 35310	Indonesia				IRIS 313-9208	ind3
2234	3K-IRRI	IRGC 126984	LEUANG LAI MAE PRAJAN::IRGC 71279-1	IRGC 71279	Thailand				IRIS 313-9209	ind3
2235	3K-IRRI		KUATEK::IRGC 14285-1	IRGC 14285	Malaysia				IRIS 313-9210	ind3
2236	3K-IRRI	IRGC 126136	KALO CHAKOL::IRGC 77258-1	IRGC 77258	Bangladesh				IRIS 313-9218	ind2
2237	3K-IRRI	IRGC 126013	WP 65::IRGC 36526-1	IRGC 36526	Thailand				IRIS 313-9227	ind1B
2238	3K-IRRI	IRGC 125764	HOKUSETSU::IRGC 65705-1	IRGC 65705	Japan				IRIS 313-9228	temp
2239	3K-IRRI	IRGC 125709	CHUNG YI::IRGC 1427-1	IRGC 1427	China				IRIS 313-9233	temp
2240	3K-IRRI	IRGC 126268	RIMBUN::IRGC 43741-1	IRGC 43741	Indonesia				IRIS 313-9239	trop1
2241	3K-IRRI		SUKARADJA::IRGC 18936-1	IRGC 18936	Indonesia				IRIS 313-9242	admix
2242	3K-IRRI,RDP2sim	IRGC 126239	MACAN BINUNDOK::IRGC 8245-1	IRGC 8245	Philippines				IRIS 313-9243	indx
2243	3K-IRRI	IRGC 125794	KANU DAM::IRGC 29755-1	IRGC 29755	Cambodia				IRIS 313-9249	temp
2244	3K-IRRI	IRGC 126980	JANDA LAOR::IRGC 48552-1	IRGC 48552	Indonesia				IRIS 313-9251	ind3
2245	3K-IRRI	IRGC 125946	YONG JIN ZAO 3::IRGC 70441-1	IRGC 70441	China				IRIS 313-9253	ind1A
2246	3K-IRRI	IRGC 125746	GALWAKA HANDERAN::IRGC 31381-1	IRGC 31381	Sri Lanka				IRIS 313-9256	indx
2247	3K-IRRI	IRGC 126158	MAKRO::IRGC 74763-1	IRGC 74763	India				IRIS 313-9258	ind2
2248	3K-IRRI	IRGC 126150	G 25::IRGC 45733-1	IRGC 45733	India				IRIS 313-9259	ind2
2249	3K-IRRI	IRGC 125785	JHODI BIRUN::IRGC 31812-1	IRGC 31812	Bangladesh				IRIS 313-9262	ind2
2250	3K-IRRI	IRGC 125703	CHIRGUA 1 I 22::IRGC 3408-1	IRGC 3408	Venezuela				IRIS 313-9267	trop1
2251	3K-IRRI	IRGC 125878	PURA BINNI::IRGC 26772-1	IRGC 26772	Bangladesh				IRIS 313-9271	ind2
2252	3K-IRRI		RADEN SAWO 1::IRGC 57578-1	IRGC 57578	Indonesia				IRIS 313-9273	ind3
2253	3K-IRRI	IRGC 125801	KHAO KAI::IRGC 78251-1	IRGC 78251	Thailand				IRIS 313-9281	ind3
2254	RDP2, 3K-IRRI	IRGC 121134	TAK SUFAID::IRGC 73127-1	IRGC 73127	Pakistan				IRIS 313-9283	aus
2255	3K-IRRI	IRGC 125866	PALEPYU::IRGC 33549-1	IRGC 33549	Myanmar				IRIS 313-9285	indx
2256	3K-IRRI	IRGC 126137	LEUANG TAWNG SOOK::IRGC 24394-1	IRGC 24394	Thailand				IRIS 313-9286	ind3
2257	3K-IRRI	IRGC 126161	SONAMUKHI::IRGC 46693-1	IRGC 46693	India				IRIS 313-9287	ind2
2258	3K-IRRI		TONG MAH::IRGC 65577-1	IRGC 65577	Thailand				IRIS 313-9288	ind3
2259	3K-IRRI		AUS 78-62::IRGC 69456-1	IRGC 69456	Gambia				IRIS 313-9294	ind2
2260	3K-IRRI	IRGC 126155	KORR::IRGC 30751-1	IRGC 30751	Liberia				IRIS 313-9297	trop1
2261	3K-IRRI	IRGC 126068	KETAN DONGGO::IRGC 54201-1	IRGC 54201	Indonesia				IRIS 313-9301	trop1
2262	3K-IRRI	IRGC 125747	GAM PAI 30-12-15::IRGC 831-1	IRGC 831	Thailand				IRIS 313-9302	ind3
2263	3K-IRRI		PUTEH KACA::IRGC 66614-1	IRGC 66614	Indonesia				IRIS 313-9310	ind3
2264	3K-IRRI	IRGC 125638	ARC 10799::IRGC 12631-1	IRGC 12631	India				IRIS 313-9313	indx
2265	3K-IRRI		KAAKARAN::IRGC 27138-1	IRGC 27138	Indonesia				IRIS 313-9314	indx
2266	3K-IRRI	IRGC 125933	VEN THAP::IRGC 56138-1	IRGC 56138	Viet Nam				IRIS 313-9317	indx
2267	3K-IRRI	IRGC 125901	SIPULUT HITAM PENDEK::IRGC 20154-1	IRGC 20154	Indonesia				IRIS 313-9320	ind3
2268	3K-IRRI	IRGC 125702	CHIH SHEN LI::IRGC 1306-1	IRGC 1306	China				IRIS 313-9324	ind1A
2269	3K-IRRI	IRGC 125894	SADA RUPA::IRGC 77299-1	IRGC 77299	Bangladesh				IRIS 313-9325	ind1B
2270	3K-IRRI,RDP1sim		KERITING TINGGI::IRGC 19972-1	IRGC 19972	Indonesia				IRIS 313-9329	ind3
2271	3K-IRRI	IRGC 126236	LUA CHAN HUONG::IRGC 16800-1	IRGC 16800	Viet Nam				IRIS 313-9342	ind3
2272	RDP2, 3K-IRRI	IRGC 121501	SHINCHIKU IKU 103::IRGC 10430-1	IRGC 10430	Taiwan				IRIS 313-9346	temp
2273	3K-IRRI	IRGC 125647	ARC 13778::IRGC 41216-1	IRGC 41216	India				IRIS 313-9347	indx
2274	3K-IRRI	IRGC 125684	BK 26::IRGC 45197-1	IRGC 45197	India				IRIS 313-9348	ind2
2275	3K-IRRI	IRGC 125868	PARA NELLU::IRGC 50009-1	IRGC 50009	India				IRIS 313-9351	ind2
2276	3K-IRRI	IRGC 128532	HAM 48::IRGC 29740-1	IRGC 29740	Thailand				IRIS 313-9357	ind3
2277	3K-IRRI		BHASAMANIK::IRGC 46954-1	IRGC 46954	India				IRIS 313-9360	ind2
2278	3K-IRRI	IRGC 125835	MAYBELLE::IRGC 78629-1	IRGC 78629	United States of America				IRIS 313-9363	trop1
2279	3K-IRRI	IRGC 125771	IMPROVED BLUE ROSE::IRGC 5022-1	IRGC 5022	United States of America				IRIS 313-9366	japx
2280	RDP2, 3K-IRRI	IRGC 121605	CHANDARHAT::IRGC 25845-1	IRGC 25845	Bangladesh				IRIS 313-9368	aus
2281	3K-IRRI	IRGC 125937	WI BIR SHUN::IRGC 4602-1	IRGC 4602	China				IRIS 313-9372	ind1A
2282	3K-IRRI	IRGC 125877	PULUTAN::IRGC 71596-1	IRGC 71596	Malaysia				IRIS 313-9375	trop1
2283	3K-IRRI	IRGC 125768	HWANGJO::IRGC 55547-1	IRGC 55547	Korea, Republic of				IRIS 313-9379	temp
2284	3K-IRRI	IRGC 125674	BARIK KUDI::IRGC 52807-1	IRGC 52807	India				IRIS 313-9384	ind2
2285	3K-IRRI	IRGC 125931	VARY MALADY MENA::IRGC 51555-1	IRGC 51555	Madagascar				IRIS 313-9388	ind2
2286	3K-IRRI	IRGC 126982	KINANDANG BUSIKSIK::IRGC 74607-1	IRGC 74607	Philippines				IRIS 313-9389	trop1
2287	3K-IRRI	IRGC 125789	KALABAIL::IRGC 25877-1	IRGC 25877	Bangladesh				IRIS 313-9391	ind2
2288	3K-IRRI	IRGC 125642	ARC 11626::IRGC 21528-1	IRGC 21528	India				IRIS 313-9392	admix
2289	3K-IRRI		DUDHSWAR 15-141::IRGC 37951-1	IRGC 37951	Bangladesh				IRIS 313-9397	ind2
2290	3K-IRRI	IRGC 125854	NCS 964 C::IRGC 62604-1	IRGC 62604	India				IRIS 313-9400	indx
2291	3K-IRRI		PA FADAYA::IRGC 58524-1	IRGC 58524	Sierra Leone				IRIS 313-9402	indx
2292	3K-IRRI	IRGC 125666	BADUIE::IRGC 53715-1	IRGC 53715	India				IRIS 313-9403	ind2
2293	RDP2, 3K-IRRI	IRGC 117593	YANGKUM (RED)	IRGC 32406	Bhutan	Y		Y	IRIS 313-9404	admix
2294	3K-IRRI	IRGC 126059	INGSA BELANAK::IRGC 43402-1	IRGC 43402	Indonesia				IRIS 313-9405	trop1
2295	3K-IRRI		LEUANG SAWED::IRGC 78268-1	IRGC 78268	Thailand				IRIS 313-9406	ind3
2296	3K-IRRI		GUMPANGAR::IRGC 71524-1	IRGC 71524	Malaysia				IRIS 313-9409	ind3
2297	3K-IRRI	IRGC 125712	CI 9498::IRGC 2134-1	IRGC 2134	United States of America				IRIS 313-9410	temp
2298	3K-IRRI		PAHK NOK GAEW::IRGC 64572-1	IRGC 64572	Thailand				IRIS 313-9415	ind3
2299	RDP2, 3K-IRRI	IRGC 120915	CHUNGUR BALI::IRGC 25855-1	IRGC 25855	Bangladesh				IRIS 313-9422	aus
2300	3K-IRRI	IRGC 125635	AGUYOD::IRGC 67423-1	IRGC 67423	Philippines				IRIS 313-9423	trop1
2301	3K-IRRI	IRGC 125656	ARC 5840::IRGC 12144-1	IRGC 12144	India				IRIS 313-9424	indx
2302	3K-IRRI	IRGC 125654	ARC 18092::IRGC 42256-1	IRGC 42256	India				IRIS 313-9427	indx
2303	3K-IRRI	IRGC 126309	RTS 16::IRGC 8235-1	IRGC 8235	Viet Nam				IRIS 313-9429	indx
2304	3K-IRRI	IRGC 126151	GOKULGANJA::IRGC 45701-1	IRGC 45701	India				IRIS 313-9433	ind2
2305	RDP2, 3K-IRRI	IRGC 121242	7507-137::IRGC 40081-1	IRGC 40081	Japan				IRIS 313-9438	temp
2306	3K-IRRI	IRGC 125806	KOIYA DIGHA::IRGC 63517-1	IRGC 63517	Bangladesh				IRIS 313-9445	admix
2307	3K-IRRI	IRGC 120996	JAMBALI::IRGC 73101-1	IRGC 73101	Pakistan				IRIS 313-9449	aus
2308	3K-IRRI	IRGC 126140	PAMAH S 18::IRGC 61322-1	IRGC 61322	Thailand				IRIS 313-9451	indx
2309	3K-IRRI	IRGC 125661	B 505 A 1-28-7-1-2::IRGC 6741-1	IRGC 6741	United States of America				IRIS 313-9452	trop1
2310	3K-IRRI	IRGC 125795	KARANTABA 1::IRGC 15924-1	IRGC 15924	Senegal				IRIS 313-9461	ind3
2311	3K-IRRI	IRGC 125710	CI 1600::IRGC 16305-1	IRGC 16305	United States of America				IRIS 313-9463	temp
2312	3K-IRRI	IRGC 125903	SML ACORNI::IRGC 13389-1	IRGC 13389	Surinam				IRIS 313-9464	admix
2313	3K-IRRI	IRGC 125856	NONG KE::IRGC 59807-1	IRGC 59807	China				IRIS 313-9468	temp
2314	3K-IRRI	IRGC 125929	TSAO SHENG LI 1::IRGC 1309-1	IRGC 1309	China				IRIS 313-9469	ind1A
2315	3K-IRRI	IRGC 126310	SAHULO FACHE SOYO::IRGC 66630-1	IRGC 66630	Indonesia				IRIS 313-9470	trop1
2316	3K-IRRI	IRGC 125756	H 6::IRGC 157-1	IRGC 157	Sri Lanka				IRIS 313-9472	indx
